Run,AgentID,Day,SleepDuration,NightSMUse
1,6,26,7.896307981059438,0.0
1,6,27,8.018966785597753,0.0
1,6,28,7.615278401664822,0.0
1,6,29,8.423446020456042,0.0
1,6,30,8.043996736720043,0.0
1,7,1,7.02332611638077,1.9594282863433636
1,7,2,6.397666198488754,1.6553969093367231
1,7,3,6.887901433241364,1.2492170888728522
1,7,4,7.096264754550831,0.8663541024691465
1,7,5,6.867478326596871,1.1371932684585428
1,7,6,6.01933488447623,2.7621583165787675
1,7,7,6.963781040982216,1.994015215754842
1,7,8,6.6976951296844565,1.4144204469422204
1,7,9,6.656110748884582,1.6469823532537156
1,7,10,6.931076688078021,1.5738126826432997
1,7,11,7.262121895733718,0.9329034692859904
1,7,12,7.37465062393533,0.9112503506730165
1,7,13,6.657300133396403,2.0459725871401524
1,7,14,6.496601936459033,2.277767627289065
1,7,15,7.653176967708503,0.8371513969805064
1,7,16,6.295166686549807,1.7350206678445517
1,7,17,7.387624557841709,1.166318055389325
1,7,18,7.018311889814443,1.181229997530623
1,7,19,6.893549513366274,0.9461799903001055
1,7,20,6.247592644254763,2.4405783439605053
1,7,21,6.52750213281488,2.4118874075475754
1,7,22,7.097757805245644,1.0525477717358216
1,7,23,7.773672253245181,0.7983317734427693
1,7,24,6.99356576071904,1.4239067493961308
1,7,25,6.83702208361905,1.2824235433564601
1,7,26,6.658358898442558,1.270960263632574
1,7,27,5.985240984920288,2.7104946280549465
1,7,28,6.102818140233561,2.693883807394828
1,7,29,7.325572273941779,1.6381482726227228
1,7,30,7.1575997322651475,1.311235513069843
1,8,1,7.050605308981999,1.0
1,8,2,7.0892634513539186,1.0
1,8,3,7.3277150196277825,1.0
1,8,4,7.384708035804128,1.0
1,8,5,7.548961134484933,1.0
1,8,6,7.212745472807619,1.0
1,8,7,7.2197950126716055,1.0
1,8,8,6.849632072223098,1.0
1,8,9,7.3238054835018715,1.0
1,8,10,7.213441905666704,1.0
1,8,11,7.353407729901419,1.0
1,8,12,7.645280068066248,1.0
1,8,13,7.174704984572662,1.0
1,8,14,7.478667917140373,1.0
1,8,15,7.100638348532581,1.0
1,8,16,7.634298881550598,1.0
1,8,17,6.981984331478281,1.0
1,8,18,7.76800028375348,1.0
1,8,19,7.427485853013492,1.0
1,8,20,7.152211220772459,1.0
1,8,21,6.901304271965387,1.0
1,8,22,6.939288628132889,1.0
1,8,23,7.003140938891749,1.0
1,8,24,7.67493683135173,1.0
1,8,25,6.931697389322734,1.0
1,8,26,7.712982202989184,1.0
1,8,27,7.39034303455208,1.0
1,8,28,7.127378564829876,1.0
1,8,29,7.699089570823256,1.0
1,8,30,7.350448564176537,1.0
1,9,1,7.350841415483139,1.0
1,9,2,7.531517483116018,1.0
1,9,3,7.396970829282993,1.0
1,9,4,6.964374980699768,1.0
1,9,5,7.085069376434761,1.0
1,9,6,7.548426865877916,1.0
1,9,7,6.896298576723204,1.0
1,9,8,6.9859375981415255,1.0
1,9,9,7.795685800232008,1.0
1,9,10,7.347949017279001,1.0
1,9,11,7.725675530597462,1.0
1,9,12,6.859267072499776,0.998919030704732
1,9,13,7.116489946437962,1.0
1,9,14,7.287901495634808,1.0
1,9,15,6.922976964939371,1.0
1,9,16,7.219147315813,1.0
1,9,17,7.250660784297377,1.0
1,9,18,7.394616978481569,1.0
1,9,19,7.6426403258190785,0.9746922509149718
1,9,20,7.323169822797702,1.0
1,9,21,7.679527670828132,1.0
1,9,22,7.533872669410774,1.0
1,9,23,7.371165162522365,1.0
1,9,24,7.6074306853405185,1.0
1,9,25,7.649668190803334,1.0
1,9,26,6.816201269371171,1.0
1,9,27,7.754071477790003,1.0
1,9,28,7.056499163473525,1.0
1,9,29,6.942082890405201,1.0
1,9,30,7.539711263975369,1.0
1,10,1,7.802824606108876,0.0
1,10,2,8.097917674277262,0.0
1,10,3,8.087004714565218,0.0
1,10,4,7.906512551909214,0.0
1,10,5,7.66290740559862,0.0
1,10,6,8.201494310407385,0.0
1,10,7,8.114748169480366,0.0
1,10,8,7.769195132889146,0.0
1,10,9,7.645152394892512,0.0
1,10,10,7.88381645877704,0.0
1,10,11,7.599967850678059,0.0
1,10,12,8.378317264417433,0.0
1,10,13,8.182738447534641,0.0
1,10,14,8.028308808945265,0.0
1,10,15,8.056479081502715,0.0
1,10,16,7.90336871715517,0.0
1,10,17,7.68563804180131,0.0
1,10,18,7.976861868741438,0.0
1,10,19,7.79673849122648,0.0
1,10,20,7.6133799994464875,0.0
1,10,21,7.70570537575356,0.0
1,10,22,8.163336127343173,0.0
1,10,23,8.020893895076057,0.0
1,10,24,7.528836970127527,0.0
1,10,25,7.718305380726644,0.0
1,10,26,7.532084017692418,0.0
1,10,27,7.617473363628459,0.0
1,10,28,8.430619319491232,0.0
1,10,29,7.9195971634211695,0.0
1,10,30,8.287724244109539,0.0
1,11,1,8.002573144741262,0.0
1,11,2,7.820665115392983,0.0
1,11,3,8.345517802669558,0.0
1,11,4,8.464634722250228,0.0
1,11,5,8.464917609202255,0.0
1,11,6,8.211874356395144,0.0
1,11,7,8.283868234838769,0.0
1,11,8,8.227107070447534,0.0
1,11,9,8.417112120673417,0.0
1,11,10,8.313915704891532,0.0
1,11,11,8.112441505313896,0.0
1,11,12,7.663308851814928,0.0
1,11,13,8.379433540882715,0.0
1,11,14,7.815850150236902,0.0
1,11,15,7.931962432048098,0.0
1,11,16,8.03760400637714,0.0
1,11,17,7.68272939927264,0.0
1,11,18,7.509497468819159,0.0
1,11,19,8.336483384782706,0.0
1,11,20,7.928383613922607,0.0
1,11,21,7.847633113241935,0.0
1,11,22,7.735617201727294,0.0
1,11,23,7.794941581174696,0.0
1,11,24,7.653191750538644,0.0
1,11,25,8.07074501581005,0.0
1,11,26,8.298278244786486,0.0
1,11,27,7.860700827688888,0.0
1,11,28,8.036260085451893,0.0
1,11,29,7.639432026358436,0.0
1,11,30,7.825487298755755,0.0
1,12,1,8.441606987868596,0.0
1,12,2,7.643260434163329,0.0
1,12,3,8.313738254260933,0.0
1,12,4,7.808307718212505,0.0
1,12,5,8.147379891761481,0.0
1,12,6,8.132583284507264,0.0
1,12,7,7.6175164065747705,0.0
1,12,8,7.650683693697489,0.0
1,12,9,8.05734029809357,0.0
1,12,10,8.284313976617197,0.0
1,12,11,7.515630326268278,0.0
1,12,12,7.919514005156213,0.0
1,12,13,7.862998012268705,0.0
1,12,14,8.392877196135373,0.0
1,12,15,8.457417173698966,0.0
1,12,16,7.5232398403255445,0.0
1,12,17,7.759351916484141,0.0
1,12,18,7.655491282474719,0.0
1,12,19,8.412166962208694,0.0
1,12,20,8.094891810138948,0.0
1,12,21,8.096313396751722,0.0
1,12,22,8.447997596590639,0.0
1,12,23,8.206322199994204,0.0
1,12,24,8.370913221321576,0.0
1,12,25,7.65911751811858,0.0
1,12,26,7.992009470482516,0.0
1,12,27,8.403789606718762,0.0
1,12,28,8.070108333688223,0.0
1,12,29,8.489762133883316,0.0
1,12,30,7.873322125885268,0.0
1,13,1,7.458732873383754,1.0
1,13,2,7.021042740446032,1.0
1,13,3,7.097444834699352,1.0
1,13,4,6.919913556355393,1.0
1,13,5,7.069083579268957,1.0
1,13,6,7.424167589205388,1.0
1,13,7,6.930328840777165,1.0
1,13,8,7.141912853868626,1.0
1,13,9,6.918387290717178,1.0
1,13,10,7.587326770590252,1.0
1,13,11,6.8063495785536166,1.0
1,13,12,7.1559843230896805,1.0
1,13,13,7.621365366191949,1.0
1,13,14,7.273337971545314,1.0
1,13,15,7.482100995968345,1.0
1,13,16,7.7221441905136015,1.0
1,13,17,7.208792402153689,1.0
1,13,18,7.178800664600438,1.0
1,13,19,7.227135433147721,1.0
1,13,20,7.181563322879581,1.0
1,13,21,6.894242566712788,1.0
1,13,22,7.503090830408063,1.0
1,13,23,7.244405063158868,1.0
1,13,24,7.219572583094719,1.0
1,13,25,7.5344607113219535,1.0
1,13,26,7.434373844169896,1.0
1,13,27,7.193745099889405,1.0
1,13,28,6.919400705359178,1.0
1,13,29,7.199418252451047,1.0
1,13,30,7.323121026582211,1.0
1,14,1,7.755138907861856,0.5
1,14,2,7.2109576371067625,0.5
1,14,3,7.234751968623028,0.5
1,14,4,7.8360548429505155,0.5
1,14,5,7.170052357499525,0.5
1,14,6,7.495293580898581,0.5
1,14,7,7.977521778652074,0.5
1,14,8,7.94946235193607,0.5
1,14,9,8.029638121616266,0.5
1,14,10,7.386154319145422,0.5
1,14,11,7.239141240021149,0.5
1,14,12,7.679612329892416,0.5
1,14,13,8.116805159339528,0.5
1,14,14,8.088964476035386,0.5
1,14,15,7.41136053338379,0.5
1,14,16,8.102637545721661,0.5
1,14,17,7.774421455779638,0.5
1,14,18,7.202864625442339,0.5
1,14,19,7.805364597490774,0.5
1,14,20,7.838550656141951,0.5
1,14,21,7.850471227035809,0.5
1,14,22,7.185362074865741,0.5
1,14,23,7.413056532195686,0.5
1,14,24,7.206047994221583,0.5
1,14,25,7.558516186118309,0.5
1,14,26,7.715306805760738,0.5
1,14,27,7.49730445330656,0.5
1,14,28,8.034026558713064,0.5
1,14,29,7.941375106702781,0.5
1,14,30,7.369071422346082,0.5
1,15,1,7.188618034431296,1.25
1,15,2,7.504713890963883,1.25
1,15,3,6.934082715412186,0.9768270532135307
1,15,4,7.321877983237076,1.25
1,15,5,7.392572728411851,1.25
1,15,6,7.606335496234867,1.25
1,15,7,7.399870423067803,1.25
1,15,8,7.0886844672034295,1.25
1,15,9,7.390435012569185,1.25
1,15,10,6.702894402588658,1.25
1,15,11,7.511915141967919,1.25
1,15,12,7.138866493059806,1.25
1,15,13,7.466472966517879,1.25
1,15,14,7.322514440389201,1.25
1,15,15,7.077718081124225,1.25
1,15,16,7.299107999444785,1.1867590108837565
1,15,17,6.791126132606043,1.25
1,15,18,7.599499846772482,1.25
1,15,19,7.623801624621694,1.0788406847309309
1,15,20,6.908248362705802,1.25
1,15,21,6.930324188266426,1.25
1,15,22,7.574907782794835,1.25
1,15,23,7.618077250409523,1.25
1,15,24,6.687325472490762,1.25
1,15,25,7.043179995570026,1.25
1,15,26,7.40558821046602,1.25
1,15,27,7.477233033334784,1.25
1,15,28,7.1797499868754615,1.25
1,15,29,6.797779948644628,1.25
1,15,30,7.085738529030933,1.174657026776321
1,16,1,7.528373487898878,0.0
1,16,2,8.12599313764833,0.0
1,16,3,7.683044518331483,0.0
1,16,4,8.335924750987987,0.0
1,16,5,8.411515438052373,0.0
1,16,6,8.458326452805196,0.0
1,16,7,8.022044229661555,0.0
1,16,8,7.83024864703583,0.0
1,16,9,7.914040155419679,0.0
1,16,10,8.074188290810199,0.0
1,16,11,8.307411803247337,0.0
1,16,12,7.683247497414718,0.0
1,16,13,8.440848276426436,0.0
1,16,14,7.788010781453618,0.0
1,16,15,8.483021947157669,0.0
1,16,16,8.10783727149575,0.0
1,16,17,7.8777285376539945,0.0
1,16,18,7.749111627625043,0.0
1,16,19,8.384223913512015,0.0
1,16,20,8.425135596885404,0.0
1,16,21,7.73861948527569,0.0
1,16,22,8.11243265069547,0.0
1,16,23,7.616462640229162,0.0
1,16,24,8.044083485584544,0.0
1,16,25,7.8194034976549425,0.0
1,16,26,8.298590976845476,0.0
1,16,27,8.022765390852662,0.0
1,16,28,7.627115029977452,0.0
1,16,29,7.6839096189811364,0.0
1,16,30,7.606426628126314,0.0
1,17,1,7.310070778513255,1.1876899361587205
1,17,2,7.1190803798868405,1.2522005822945435
1,17,3,6.9479192902856495,1.5184365417164454
1,17,4,6.784257342571995,1.152793658884792
1,17,5,7.070481862572017,1.472371554175024
1,17,6,6.564086566397052,2.3288934390432496
1,17,7,6.006674068162336,2.19537745024878
1,17,8,7.283661632244954,1.6685462992680784
1,17,9,7.077628252754108,1.2362517632793493
1,17,10,7.174021920532358,1.3116303064996218
1,17,11,7.074064434868721,1.5975627085269426
1,17,12,7.608972449809329,0.9195086523798293
1,17,13,6.527824992011327,2.5156824552823402
1,17,14,6.43180648155244,2.017201297501031
1,17,15,7.14315847822693,1.1666298047499648
1,17,16,7.29581078654303,1.6919447555458982
1,17,17,7.070918375735603,1.10176220286088
1,17,18,7.203194669224441,1.4337029905486385
1,17,19,6.458959262376206,1.6477848701299327
1,17,20,6.6179651342195465,2.6819972671510657
1,17,21,6.071375884634522,2.1401124990093896
1,17,22,7.417509810160908,0.9055934882724183
1,17,23,6.753962265414959,1.1787211627039393
1,17,24,6.428299978660808,1.8084034282906045
1,17,25,6.773916500084412,1.188174681591061
1,17,26,6.417820716335513,1.6712993417045916
1,17,27,6.377522770361123,2.76519700138787
1,17,28,5.994566063834974,2.820558463302964
1,17,29,7.247399301385997,0.9198462040453356
1,17,30,6.927825546152663,1.4654693472676148
1,18,1,7.8011299774856,0.5
1,18,2,8.091586409831912,0.5
1,18,3,7.287867298534557,0.5
1,18,4,7.505742755504284,0.5
1,18,5,7.402390441360652,0.5
1,18,6,7.265405252283625,0.5
1,18,7,7.37948625637905,0.5
1,18,8,7.9256529107125235,0.5
1,18,9,8.044130093133804,0.5
1,18,10,7.7050877012137615,0.5
1,18,11,7.789825703732295,0.5
1,18,12,8.022443134458442,0.5
1,18,13,7.702727903311627,0.5
1,18,14,7.369702345040878,0.5
1,18,15,7.165874616161125,0.5
1,18,16,7.540636146543244,0.5
1,18,17,7.627897118666726,0.5
1,18,18,8.136246275559078,0.5
1,18,19,7.260135653797705,0.5
1,18,20,7.2538120395663235,0.5
1,18,21,8.049869221860293,0.5
1,18,22,7.420508406485094,0.5
1,18,23,7.877361590224135,0.5
1,18,24,7.166674454008527,0.5
1,18,25,8.110239400216361,0.5
1,18,26,7.76003148295115,0.5
1,18,27,7.927630771933477,0.5
1,18,28,7.378645079121227,0.5
1,18,29,7.487315218133901,0.5
1,18,30,8.045234352002435,0.5
1,19,1,7.916586783663246,0.0
1,19,2,8.285804595980519,0.0
1,19,3,7.685753699292766,0.0
1,19,4,8.177183376989072,0.0
1,19,5,7.805459698384556,0.0
1,19,6,7.980369922390627,0.0
1,19,7,8.289555585150955,0.0
1,19,8,7.970146776598719,0.0
1,19,9,7.7737961646315235,0.0
1,19,10,7.676174002200631,0.0
1,19,11,7.912031324500246,0.0
1,19,12,8.184967151283303,0.0
1,19,13,8.458483611796922,0.0
1,19,14,7.839152998639163,0.0
1,19,15,8.146443291919365,0.0
1,19,16,7.688338678142262,0.0
1,19,17,7.600809142064352,0.0
1,19,18,8.002229245653895,0.0
1,19,19,8.455849068476367,0.0
1,19,20,8.116260371599322,0.0
1,19,21,7.512734827891226,0.0
1,19,22,7.5356000847860924,0.0
1,19,23,8.007060172672102,0.0
1,19,24,8.348230025914807,0.0
1,19,25,7.81777509676147,0.0
1,19,26,8.251907349177328,0.0
1,19,27,7.525640571236905,0.0
1,19,28,7.684478328254879,0.0
1,19,29,7.89223189769921,0.0
1,19,30,7.500596120157715,0.0
1,20,1,6.678226478765713,1.8854451162434334
1,20,2,6.875590659508779,1.4867628198752363
1,20,3,6.9235393485865595,1.8141336827754222
1,20,4,7.479470483196081,1.444580196016894
1,20,5,6.667693637041471,2.10720953464099
1,20,6,6.282418345164044,2.69248413269739
1,20,7,6.164756488611464,2.7489879964710604
1,20,8,7.255922630355391,1.5508809394069547
1,20,9,6.264478707994581,1.9175610354983152
1,20,10,6.099703908791232,2.0998624657688474
1,20,11,6.633389670128145,2.110211883574771
1,20,12,7.188510847600409,1.424189816944156
1,20,13,6.56281219694634,2.499197288500646
1,20,14,6.261642548287306,2.9726065518169174
1,20,15,7.027015536488453,1.3564477336842886
1,20,16,7.14946741071282,1.3143537160117778
1,20,17,7.388099447646972,1.233856069764732
1,20,18,6.96815142693989,1.370876651116403
1,20,19,7.0677411335974565,1.4970794776734455
1,20,20,6.17061625798066,2.6082695301506944
1,20,21,5.86750763483969,2.809352164289674
1,20,22,6.900300879598553,1.7857658413280157
1,20,23,7.149284544405788,1.4019134253248757
1,20,24,7.228111770601031,1.4017102610754744
1,20,25,6.736444082694645,1.651041833915667
1,20,26,6.566204148079066,1.9496322580576795
1,20,27,5.632806003275988,2.701912028513398
1,20,28,6.126261710650938,3.114496289943351
1,20,29,7.2586641071170375,1.7093309343012022
1,20,30,6.674946064971862,1.8993786023862829
1,21,1,7.089671656801606,1.0
1,21,2,7.176460188507132,1.0
1,21,3,7.799899552563092,1.0
1,21,4,7.204392226447174,1.0
1,21,5,7.176475452271001,1.0
1,21,6,7.547868723376586,1.0
1,21,7,7.561539227047492,1.0
1,21,8,7.628252047394331,1.0
1,21,9,7.562447483732965,1.0
1,21,10,7.614066719982068,1.0
1,21,11,6.9800004669815205,1.0
1,21,12,6.89583340983406,1.0
1,21,13,7.666952935132249,1.0
1,21,14,6.931158567094604,1.0
1,21,15,7.472706404131174,1.0
1,21,16,7.6947437949824735,1.0
1,21,17,7.382445448556595,1.0
1,21,18,7.681387710003643,1.0
1,21,19,7.723319607412086,1.0
1,21,20,7.7272289093191455,1.0
1,21,21,7.0638321882580035,1.0
1,21,22,7.103418351572318,1.0
1,21,23,7.577045570865932,1.0
1,21,24,7.386847489492115,1.0
1,21,25,7.2948332142593575,1.0
1,21,26,7.251288587520687,1.0
1,21,27,6.898804200383103,1.0
1,21,28,7.415320826850101,1.0
1,21,29,7.02773929081817,1.0
1,21,30,6.94435554978135,1.0
1,22,1,7.2829448181754195,1.0
1,22,2,7.27351882041222,1.0
1,22,3,7.289642026192209,1.0
1,22,4,7.5480784472087095,1.0
1,22,5,7.051998709277876,1.0
1,22,6,7.085927980225364,1.0
1,22,7,6.897716908346783,1.0
1,22,8,7.568145670851189,1.0
1,22,9,7.06686261300448,1.0
1,22,10,7.178911013360382,1.0
1,22,11,7.750298064112821,1.0
1,22,12,7.623314816830438,1.0
1,22,13,7.188471014856295,1.0
1,22,14,7.511385185944819,1.0
1,22,15,7.695268177214935,1.0
1,22,16,6.904313177428286,1.0
1,22,17,6.896841850959274,1.0
1,22,18,7.1051874312433245,1.0
1,22,19,7.695586490954062,1.0
1,22,20,7.244103356475841,1.0
1,22,21,7.479202942254101,1.0
1,22,22,7.77146564891752,1.0
1,22,23,7.114809925051573,1.0
1,22,24,7.316340449557984,1.0
1,22,25,7.626138436232137,1.0
1,22,26,7.538936589302162,1.0
1,22,27,7.601895246121098,1.0
1,22,28,6.942758708015262,1.0
1,22,29,7.523729204380042,1.0
1,22,30,7.750110601682632,1.0
1,23,1,7.834990841195677,0.5
1,23,2,7.450736418795148,0.5
1,23,3,7.464580014660845,0.5
1,23,4,7.6120432488762395,0.5
1,23,5,7.827196156387314,0.5
1,23,6,7.9583047793266966,0.5
1,23,7,7.62714123700454,0.5
1,23,8,7.921225333027335,0.5
1,23,9,7.380911348733013,0.5
1,23,10,7.81016475902112,0.5
1,23,11,7.932583030322193,0.5
1,23,12,7.668170746277405,0.5
1,23,13,7.542975568231251,0.5
1,23,14,7.9830807457953465,0.5
1,23,15,7.912465241497689,0.5
1,23,16,7.1820591541117045,0.5
1,23,17,7.15726195704688,0.5
1,23,18,8.0974546485071,0.5
1,23,19,7.328067776774082,0.5
1,23,20,7.182635537294374,0.5
1,23,21,7.744005155206797,0.5
1,23,22,7.205356547432794,0.5
1,23,23,7.583377624306372,0.5
1,23,24,7.553173084679088,0.5
1,23,25,8.073910557280048,0.5
1,23,26,7.223025786740138,0.5
1,23,27,7.99943008341599,0.5
1,23,28,7.191051906815743,0.5
1,23,29,8.097330890980341,0.5
1,23,30,7.55611987041576,0.5
1,24,1,6.685353132799733,1.268028418150875
1,24,2,7.22437751722614,1.5448552038696386
1,24,3,6.6593461545847115,1.2775215829230373
1,24,4,6.507820150952239,1.617104126172691
1,24,5,6.752972223965854,1.634543308580382
1,24,6,5.938228559471882,2.267205116832272
1,24,7,6.83618089724042,2.1755319286585593
1,24,8,7.235612154916274,1.4314383680531924
1,24,9,7.5038267159344745,0.9765016703484094
1,24,10,7.742757505908542,0.8203944057324712
1,24,11,6.737539162098485,1.0957583988333184
1,24,12,7.145842725839831,1.1986518555927002
1,24,13,5.834968622771197,2.7436643817728017
1,24,14,6.369689452445658,2.6641359711059005
1,24,15,7.2054113415654015,1.545562704826893
1,24,16,6.945186768444806,1.4906093630462316
1,24,17,7.544708812596444,1.3459828997699845
1,24,18,6.977681490248408,1.1929363173720047
1,24,19,7.198592072759331,1.2871705887232239
1,24,20,6.460297953196532,2.086204149156621
1,24,21,6.046931756861232,2.90889585895244
